iconCategory,latitude,longitude,timestamp,hour,day,month,is_weekend,minute,week_number,is_peak_hour,is_peak_morning,is_peak_evening,is_night,severity,time_of_day
7,53.3444984747,-6.2599687712,2026-03-31 20:29:22.650972,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
6,53.3240788062,-6.251946284,2026-03-31 20:29:22.650973,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
6,53.3361822415,-6.252690597,2026-03-31 20:29:22.650975,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
8,53.3195767035,-6.2434155183,2026-03-31 20:29:22.650976,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.3621661425,-6.2423144715,2026-03-31 20:29:22.650977,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.3624464504,-6.24215488,2026-03-31 20:29:22.650979,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
6,53.3379806971,-6.2416117327,2026-03-31 20:29:22.650980,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
8,53.3198449244,-6.2429689305,2026-03-31 20:29:22.650984,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
6,53.3281986836,-6.2418155806,2026-03-31 20:29:22.650986,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
8,53.3372135575,-6.2346929745,2026-03-31 20:29:22.650987,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3372256193,-6.2328999178,2026-03-31 20:29:22.650989,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3370794768,-6.2344609635,2026-03-31 20:29:22.650990,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3304020861,-6.2318833606,2026-03-31 20:29:22.650991,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3373235644,-6.2315319912,2026-03-31 20:29:22.650993,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.3287310608,-6.2306254046,2026-03-31 20:29:22.650994,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
8,53.3373879268,-6.230489953,2026-03-31 20:29:22.650995,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.3243121544,-6.2303692536,2026-03-31 20:29:22.650997,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
8,53.2906745776,-6.226537718,2026-03-31 20:29:22.650998,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2905672562,-6.2276897268,2026-03-31 20:29:22.650999,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3323936453,-6.2353299992,2026-03-31 20:29:22.651000,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3341719394,-6.2251724736,2026-03-31 20:29:22.651002,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2883034734,-6.2235926525,2026-03-31 20:29:22.651005,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.334315439,-6.2248573141,2026-03-31 20:29:22.651007,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3512039783,-6.2258027928,2026-03-31 20:29:22.651009,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3509344035,-6.2195063071,2026-03-31 20:29:22.651010,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
6,53.334237658,-6.2179559903,2026-03-31 20:29:22.651011,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
6,53.3186178137,-6.2125835256,2026-03-31 20:29:22.651015,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
6,53.3170795695,-6.2165840404,2026-03-31 20:29:22.651016,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
8,53.2747596583,-6.2126827674,2026-03-31 20:29:22.651018,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.3505200315,-6.2087144391,2026-03-31 20:29:22.651020,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.276079299,-6.2082866268,2026-03-31 20:29:22.651021,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2703286473,-6.2111874358,2026-03-31 20:29:22.651022,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.3227390194,-6.2065512375,2026-03-31 20:29:22.651024,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
8,53.2423693091,-6.1910185651,2026-03-31 20:29:22.651025,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2327053084,-6.1881740825,2026-03-31 20:29:22.651026,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2323861177,-6.1889599697,2026-03-31 20:29:22.651030,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.3049707144,-6.1877717511,2026-03-31 20:29:22.651032,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.228639086,-6.185703768,2026-03-31 20:29:22.651033,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.2323861177,-6.1889599697,2026-03-31 20:29:22.651035,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
6,53.380936244,-6.1651124494,2026-03-31 20:29:22.651036,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
8,53.3823671949,-6.1494939463,2026-03-31 20:29:22.651038,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
9,53.289365659,-6.150413944,2026-03-31 20:29:22.651040,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
8,53.2894662192,-6.1464389102,2026-03-31 20:29:22.651041,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
8,53.2885971942,-6.1459266083,2026-03-31 20:29:22.651043,20,Tuesday,3,0,29,14,0,0,0,0,High,Evening
6,53.2833494487,-6.1456235187,2026-03-31 20:29:22.651044,20,Tuesday,3,0,29,14,0,0,0,0,Medium,Evening
9,53.2825581746,-6.1427522139,2026-03-31 20:29:22.651045,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.2956728408,-6.1355102496,2026-03-31 20:29:22.651047,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.2829484515,-6.1338969008,2026-03-31 20:29:22.651048,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.2580494904,-6.1183213131,2026-03-31 20:29:22.651049,20,Tuesday,3,0,29,14,0,0,0,0,Low,Evening
9,53.330112407,-6.3981320398,2026-03-31 21:32:48.741849,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3302612763,-6.3977444606,2026-03-31 21:32:48.741862,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3661398497,-6.3821474152,2026-03-31 21:32:48.741866,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3024709226,-6.3089941876,2026-03-31 21:32:48.741873,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3027217198,-6.3090585606,2026-03-31 21:32:48.741875,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3602551079,-6.3076852696,2026-03-31 21:32:48.741877,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3021316152,-6.3072266118,2026-03-31 21:32:48.741878,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.2574969771,-6.3004513519,2026-03-31 21:32:48.741880,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.250303273,-6.3005224304,2026-03-31 21:32:48.741882,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3341357516,-6.2985443013,2026-03-31 21:32:48.741883,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3335349194,-6.2913988964,2026-03-31 21:32:48.741885,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.333302923,-6.2911279933,2026-03-31 21:32:48.741887,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.3479598617,-6.2903742926,2026-03-31 21:32:48.741888,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3952189989,-6.2881145315,2026-03-31 21:32:48.741890,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
9,53.3414313534,-6.277751817,2026-03-31 21:32:48.741892,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
7,53.3609309952,-6.2794134455,2026-03-31 21:32:48.741893,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3441806185,-6.2734482126,2026-03-31 21:32:48.741895,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3442033869,-6.2723552124,2026-03-31 21:32:48.741896,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3644044525,-6.271810724,2026-03-31 21:32:48.741898,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
9,53.3606453251,-6.2705809312,2026-03-31 21:32:48.741900,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3547512196,-6.2687838511,2026-03-31 21:32:48.741901,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.3268830554,-6.2663913207,2026-03-31 21:32:48.741903,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.3302183776,-6.2642978565,2026-03-31 21:32:48.741906,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3418725869,-6.263623281,2026-03-31 21:32:48.741908,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
7,53.3444984747,-6.2599687712,2026-03-31 21:32:48.741913,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3326645386,-6.2576044039,2026-03-31 21:32:48.741915,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3350544019,-6.2465228574,2026-03-31 21:32:48.741916,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.3195767035,-6.2434155183,2026-03-31 21:32:48.741918,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3621661425,-6.2423144715,2026-03-31 21:32:48.741920,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3624464504,-6.24215488,2026-03-31 21:32:48.741979,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3198449244,-6.2429689305,2026-03-31 21:32:48.741982,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3372135575,-6.2346929745,2026-03-31 21:32:48.741984,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3372256193,-6.2330501215,2026-03-31 21:32:48.741985,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3295156228,-6.2318739729,2026-03-31 21:32:48.741987,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3370794768,-6.2344609635,2026-03-31 21:32:48.741989,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3287310608,-6.2306254046,2026-03-31 21:32:48.741991,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3373879268,-6.230489953,2026-03-31 21:32:48.741993,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2906745776,-6.226537718,2026-03-31 21:32:48.741994,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2905672562,-6.2276897268,2026-03-31 21:32:48.741996,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3330440967,-6.2339741425,2026-03-31 21:32:48.741997,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3341719394,-6.2251724736,2026-03-31 21:32:48.741999,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3353950492,-6.2236100869,2026-03-31 21:32:48.742002,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3348116527,-6.2245984809,2026-03-31 21:32:48.742004,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2883034734,-6.2235926525,2026-03-31 21:32:48.742005,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3509344035,-6.2195063071,2026-03-31 21:32:48.742008,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3512039783,-6.2258027928,2026-03-31 21:32:48.742010,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2747596583,-6.2126827674,2026-03-31 21:32:48.742020,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3505200315,-6.2087144391,2026-03-31 21:32:48.742021,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.276079299,-6.2082866268,2026-03-31 21:32:48.742023,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2703286473,-6.2111874358,2026-03-31 21:32:48.742025,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3227390194,-6.2065512375,2026-03-31 21:32:48.742027,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.2884992875,-6.2059517638,2026-03-31 21:32:48.742028,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.2423693091,-6.1910185651,2026-03-31 21:32:48.742030,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2323861177,-6.1889599697,2026-03-31 21:32:48.742032,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2327053084,-6.1881740825,2026-03-31 21:32:48.742033,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3049707144,-6.1877717511,2026-03-31 21:32:48.742035,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2323861177,-6.1889599697,2026-03-31 21:32:48.742038,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.228639086,-6.185703768,2026-03-31 21:32:48.742043,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3823671949,-6.1494939463,2026-03-31 21:32:48.742045,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.289365659,-6.150413944,2026-03-31 21:32:48.742047,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.2885971942,-6.1459266083,2026-03-31 21:32:48.742049,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2894662192,-6.1464389102,2026-03-31 21:32:48.742050,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.2825581746,-6.1427522139,2026-03-31 21:32:48.742052,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2956728408,-6.1355102496,2026-03-31 21:32:48.742053,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2829484515,-6.1338969008,2026-03-31 21:32:48.742055,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.330112407,-6.3981320398,2026-03-31 21:32:56.911398,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3302612763,-6.3977444606,2026-03-31 21:32:56.911409,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3661398497,-6.3821474152,2026-03-31 21:32:56.911412,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3024709226,-6.3089941876,2026-03-31 21:32:56.911418,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3027217198,-6.3090585606,2026-03-31 21:32:56.911420,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3602551079,-6.3076852696,2026-03-31 21:32:56.911421,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3021316152,-6.3072266118,2026-03-31 21:32:56.911423,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.2574969771,-6.3004513519,2026-03-31 21:32:56.911424,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.250303273,-6.3005224304,2026-03-31 21:32:56.911426,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3341357516,-6.2985443013,2026-03-31 21:32:56.911427,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3335349194,-6.2913988964,2026-03-31 21:32:56.911429,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.333302923,-6.2911279933,2026-03-31 21:32:56.911430,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.3479598617,-6.2903742926,2026-03-31 21:32:56.911431,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3952189989,-6.2881145315,2026-03-31 21:32:56.911433,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
9,53.3414313534,-6.277751817,2026-03-31 21:32:56.911434,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
7,53.3609309952,-6.2794134455,2026-03-31 21:32:56.911436,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3441806185,-6.2734482126,2026-03-31 21:32:56.911437,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3442033869,-6.2723552124,2026-03-31 21:32:56.911439,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
7,53.3644044525,-6.271810724,2026-03-31 21:32:56.911440,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
9,53.3606453251,-6.2705809312,2026-03-31 21:32:56.911441,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3547512196,-6.2687838511,2026-03-31 21:32:56.911442,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.3268830554,-6.2663913207,2026-03-31 21:32:56.911444,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.3302183776,-6.2642978565,2026-03-31 21:32:56.911447,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3418725869,-6.263623281,2026-03-31 21:32:56.911448,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
7,53.3444984747,-6.2599687712,2026-03-31 21:32:56.911452,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3326645386,-6.2576044039,2026-03-31 21:32:56.911454,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
6,53.3350544019,-6.2465228574,2026-03-31 21:32:56.911455,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.3195767035,-6.2434155183,2026-03-31 21:32:56.911457,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3621661425,-6.2423144715,2026-03-31 21:32:56.911458,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.3624464504,-6.24215488,2026-03-31 21:32:56.911464,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3198449244,-6.2429689305,2026-03-31 21:32:56.911466,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3372256193,-6.2330501215,2026-03-31 21:32:56.911467,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3372135575,-6.2346929745,2026-03-31 21:32:56.911469,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3370794768,-6.2344609635,2026-03-31 21:32:56.911470,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3295156228,-6.2318739729,2026-03-31 21:32:56.911471,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3287310608,-6.2306254046,2026-03-31 21:32:56.911473,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3373879268,-6.230489953,2026-03-31 21:32:56.911474,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2906745776,-6.226537718,2026-03-31 21:32:56.911475,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2905672562,-6.2276897268,2026-03-31 21:32:56.911477,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3341719394,-6.2251724736,2026-03-31 21:32:56.911478,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3330440967,-6.2339741425,2026-03-31 21:32:56.911479,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3353950492,-6.2236100869,2026-03-31 21:32:56.911485,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3348116527,-6.2245984809,2026-03-31 21:32:56.911486,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2883034734,-6.2235926525,2026-03-31 21:32:56.911488,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3512039783,-6.2258027928,2026-03-31 21:32:56.911491,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3509344035,-6.2195063071,2026-03-31 21:32:56.911492,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2747596583,-6.2126827674,2026-03-31 21:32:56.911496,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.3505200315,-6.2087144391,2026-03-31 21:32:56.911497,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.276079299,-6.2082866268,2026-03-31 21:32:56.911499,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2703286473,-6.2111874358,2026-03-31 21:32:56.911500,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3227390194,-6.2065512375,2026-03-31 21:32:56.911501,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
6,53.2884992875,-6.2059517638,2026-03-31 21:32:56.911503,21,Tuesday,3,0,32,14,0,0,0,0,Medium,Evening
8,53.2423693091,-6.1910185651,2026-03-31 21:32:56.911504,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2323861177,-6.1889599697,2026-03-31 21:32:56.911505,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2327053084,-6.1881740825,2026-03-31 21:32:56.911506,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.3049707144,-6.1877717511,2026-03-31 21:32:56.911508,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2323861177,-6.1889599697,2026-03-31 21:32:56.911510,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.228639086,-6.185703768,2026-03-31 21:32:56.911514,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.3823671949,-6.1494939463,2026-03-31 21:32:56.911516,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.289365659,-6.150413944,2026-03-31 21:32:56.911517,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
8,53.2894662192,-6.1464389102,2026-03-31 21:32:56.911518,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
8,53.2885971942,-6.1459266083,2026-03-31 21:32:56.911520,21,Tuesday,3,0,32,14,0,0,0,0,High,Evening
9,53.2825581746,-6.1427522139,2026-03-31 21:32:56.911521,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2956728408,-6.1355102496,2026-03-31 21:32:56.911523,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.2829484515,-6.1338969008,2026-03-31 21:32:56.911524,21,Tuesday,3,0,32,14,0,0,0,0,Low,Evening
9,53.330112407,-6.3981320398,2026-03-31 21:33:31.448288,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3302612763,-6.3977444606,2026-03-31 21:33:31.448302,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3661398497,-6.3821474152,2026-03-31 21:33:31.448306,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3024709226,-6.3089941876,2026-03-31 21:33:31.448323,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3027217198,-6.3090585606,2026-03-31 21:33:31.448325,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3602551079,-6.3076852696,2026-03-31 21:33:31.448326,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
9,53.3021316152,-6.3072266118,2026-03-31 21:33:31.448328,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
8,53.250303273,-6.3005224304,2026-03-31 21:33:31.448330,21,Tuesday,3,0,33,14,0,0,0,0,High,Evening
8,53.2574969771,-6.3004513519,2026-03-31 21:33:31.448332,21,Tuesday,3,0,33,14,0,0,0,0,High,Evening
9,53.3341357516,-6.2985443013,2026-03-31 21:33:31.448333,21,Tuesday,3,0,33,14,0,0,0,0,Low,Evening
