iconCategory,latitude,longitude,timestamp,hour,day,month,minute,week_number,is_weekend,is_peak_hour,is_peak_morning,is_peak_evening,is_night,severity,time_of_day
6,53.3012974606,-6.2963408665,2026-03-25 22:50:30.341361,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
9,53.3335349194,-6.2913988964,2026-03-25 22:50:30.341362,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.333302923,-6.2911279933,2026-03-25 22:50:30.341368,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.3181967185,-6.2920801775,2026-03-25 22:50:30.341369,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.3479598617,-6.2903742926,2026-03-25 22:50:30.341370,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
9,53.3576721113,-6.2866165178,2026-03-25 22:50:30.341371,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.3414313534,-6.277751817,2026-03-25 22:50:30.341373,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.3373423326,-6.2751956718,2026-03-25 22:50:30.341374,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3637942434,-6.2704427974,2026-03-25 22:50:30.341376,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3188551974,-6.2648369806,2026-03-25 22:50:30.341377,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
0,53.3761431756,-6.2646706836,2026-03-25 22:50:30.341380,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
8,53.3302183776,-6.2642978565,2026-03-25 22:50:30.341382,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
0,53.3761243744,-6.2645835118,2026-03-25 22:50:30.341383,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
0,53.3756335419,-6.2623210685,2026-03-25 22:50:30.341384,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
6,53.3512536103,-6.2511805134,2026-03-25 22:50:30.341386,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
9,53.3625953069,-6.2522131638,2026-03-25 22:50:30.341387,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.3234109457,-6.2501532273,2026-03-25 22:50:30.341388,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
9,53.3654505408,-6.2466596501,2026-03-25 22:50:30.341389,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
8,53.3195767035,-6.2434155183,2026-03-25 22:50:30.341391,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
9,53.3621661425,-6.2423144715,2026-03-25 22:50:30.341392,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.3624464504,-6.24215488,2026-03-25 22:50:30.341393,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.3512656681,-6.2420838015,2026-03-25 22:50:30.341394,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3462043594,-6.2414829867,2026-03-25 22:50:30.341396,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3491668152,-6.2421079414,2026-03-25 22:50:30.341397,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3514426817,-6.2423198359,2026-03-25 22:50:30.341399,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
8,53.3198449244,-6.2429689305,2026-03-25 22:50:30.341400,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
6,53.3502491015,-6.2357242839,2026-03-25 22:50:30.341401,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3852345017,-6.2339245217,2026-03-25 22:50:30.341402,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
9,53.328394465,-6.2339754836,2026-03-25 22:50:30.341403,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.3505307386,-6.2346674936,2026-03-25 22:50:30.341405,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.3497368064,-6.2277916507,2026-03-25 22:50:30.341406,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
8,53.2905672562,-6.2276897268,2026-03-25 22:50:30.341407,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2906987274,-6.2260146873,2026-03-25 22:50:30.341408,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
6,53.3478270658,-6.2271358506,2026-03-25 22:50:30.341410,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
0,53.3525517766,-6.2248130576,2026-03-25 22:50:30.341413,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
8,53.2883034734,-6.2235926525,2026-03-25 22:50:30.341414,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
0,53.3532477981,-6.2235188918,2026-03-25 22:50:30.341416,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
8,53.3529661789,-6.224176033,2026-03-25 22:50:30.341417,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.3966070877,-6.2390864329,2026-03-25 22:50:30.341418,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.3509344035,-6.2195063071,2026-03-25 22:50:30.341419,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.3512039783,-6.2258027928,2026-03-25 22:50:30.341421,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
6,53.2848165994,-6.2189779119,2026-03-25 22:50:30.341422,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
0,53.3520971453,-6.2142907517,2026-03-25 22:50:30.341425,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
0,53.3529661789,-6.224176033,2026-03-25 22:50:30.341426,22,Wednesday,3,50,13,False,0,False,False,1,,Evening
8,53.2747596583,-6.2126827674,2026-03-25 22:50:30.341428,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.3505200315,-6.2087144391,2026-03-25 22:50:30.341429,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.276079299,-6.2082866268,2026-03-25 22:50:30.341430,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2703286473,-6.2111874358,2026-03-25 22:50:30.341431,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2423693091,-6.1910185651,2026-03-25 22:50:30.341434,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2327053084,-6.1881740825,2026-03-25 22:50:30.341435,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2323861177,-6.1889599697,2026-03-25 22:50:30.341436,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
9,53.3049707144,-6.1877717511,2026-03-25 22:50:30.341437,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.228639086,-6.185703768,2026-03-25 22:50:30.341438,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.2323861177,-6.1889599697,2026-03-25 22:50:30.341440,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.3036698472,-6.1851579384,2026-03-25 22:50:30.341441,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
8,53.3823671949,-6.1494939463,2026-03-25 22:50:30.341442,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2894662192,-6.1464389102,2026-03-25 22:50:30.341443,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
8,53.2885971942,-6.1459266083,2026-03-25 22:50:30.341444,22,Wednesday,3,50,13,False,0,False,False,1,High,Evening
9,53.2825581746,-6.1427522139,2026-03-25 22:50:30.341446,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.2818567899,-6.1400391595,2026-03-25 22:50:30.341447,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.2956728408,-6.1355102496,2026-03-25 22:50:30.341449,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.2829484515,-6.1338969008,2026-03-25 22:50:30.341450,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.2325899646,-6.1238560514,2026-03-25 22:50:30.341452,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.235536379,-6.1228435175,2026-03-25 22:50:30.341453,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
9,53.234706242,-6.123196228,2026-03-25 22:50:30.341454,22,Wednesday,3,50,13,False,0,False,False,1,Low,Evening
6,53.2051215006,-6.1016178564,2026-03-25 22:50:30.341455,22,Wednesday,3,50,13,False,0,False,False,1,Medium,Evening
6,53.2897572264,-6.3988669651,2026-03-25 22:54:44.247500,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
9,53.330112407,-6.3981320398,2026-03-25 22:54:44.247515,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3302612763,-6.3977444606,2026-03-25 22:54:44.247519,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3661398497,-6.3821474152,2026-03-25 22:54:44.247522,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3664657445,-6.3857965605,2026-03-25 22:54:44.247524,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3347392281,-6.3791326122,2026-03-25 22:54:44.247526,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3168945018,-6.325027092,2026-03-25 22:54:44.247528,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3168153871,-6.324052109,2026-03-25 22:54:44.247529,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
0,53.2910527556,-6.3146979051,2026-03-25 22:54:44.247530,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
0,53.2907952763,-6.3143586056,2026-03-25 22:54:44.247532,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
9,53.3027217198,-6.3090585606,2026-03-25 22:54:44.247548,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3602551079,-6.3076852696,2026-03-25 22:54:44.247552,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3022080523,-6.3074773984,2026-03-25 22:54:44.247553,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2786783645,-6.301312341,2026-03-25 22:54:44.247555,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
8,53.250303273,-6.3005224304,2026-03-25 22:54:44.247556,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2574969771,-6.3004513519,2026-03-25 22:54:44.247558,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
9,53.3341357516,-6.2985443013,2026-03-25 22:54:44.247559,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.3012974606,-6.2963408665,2026-03-25 22:54:44.247560,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
9,53.3335349194,-6.2913988964,2026-03-25 22:54:44.247562,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.333302923,-6.2911279933,2026-03-25 22:54:44.247563,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3181967185,-6.2920801775,2026-03-25 22:54:44.247564,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3576721113,-6.2866165178,2026-03-25 22:54:44.247566,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3414313534,-6.277751817,2026-03-25 22:54:44.247567,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.3637942434,-6.2704427974,2026-03-25 22:54:44.247568,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
6,53.3188551974,-6.2648369806,2026-03-25 22:54:44.247569,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
0,53.3761431756,-6.2646706836,2026-03-25 22:54:44.247571,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
8,53.3302183776,-6.2642978565,2026-03-25 22:54:44.247572,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
0,53.3756335419,-6.2623210685,2026-03-25 22:54:44.247574,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
0,53.3761243744,-6.2645835118,2026-03-25 22:54:44.247575,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
9,53.3625953069,-6.2522131638,2026-03-25 22:54:44.247576,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3654505408,-6.2466596501,2026-03-25 22:54:44.247577,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.347861941,-6.245003386,2026-03-25 22:54:44.247579,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
8,53.3195767035,-6.2434155183,2026-03-25 22:54:44.247580,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
9,53.3621661425,-6.2423144715,2026-03-25 22:54:44.247581,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3624464504,-6.24215488,2026-03-25 22:54:44.247583,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.3512656681,-6.2420838015,2026-03-25 22:54:44.247584,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
6,53.3497368064,-6.2409036295,2026-03-25 22:54:44.247585,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
8,53.3198449244,-6.2429689305,2026-03-25 22:54:44.247587,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
6,53.3503483677,-6.2370975749,2026-03-25 22:54:44.247588,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
6,53.3486880808,-6.235315247,2026-03-25 22:54:44.247589,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
9,53.328394465,-6.2339754836,2026-03-25 22:54:44.247590,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.352822692,-6.2318538563,2026-03-25 22:54:44.247595,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
8,53.2905672562,-6.2276897268,2026-03-25 22:54:44.247598,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2906987274,-6.2260146873,2026-03-25 22:54:44.247600,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
6,53.3478270658,-6.2271358506,2026-03-25 22:54:44.247601,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
0,53.3525517766,-6.2248130576,2026-03-25 22:54:44.247602,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
8,53.2883034734,-6.2235926525,2026-03-25 22:54:44.247604,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
0,53.3532477981,-6.2235188918,2026-03-25 22:54:44.247605,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
8,53.3529661789,-6.224176033,2026-03-25 22:54:44.247606,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.3966070877,-6.2390864329,2026-03-25 22:54:44.247608,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.3512039783,-6.2258027928,2026-03-25 22:54:44.247609,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.3509344035,-6.2195063071,2026-03-25 22:54:44.247610,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
6,53.2848165994,-6.2189779119,2026-03-25 22:54:44.247611,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
0,53.3520971453,-6.2142907517,2026-03-25 22:54:44.247613,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
0,53.3529661789,-6.224176033,2026-03-25 22:54:44.247614,22,Wednesday,3,54,13,False,0,False,False,1,,Evening
8,53.2747596583,-6.2126827674,2026-03-25 22:54:44.247616,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.3505200315,-6.2087144391,2026-03-25 22:54:44.247617,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.276079299,-6.2082866268,2026-03-25 22:54:44.247618,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2703286473,-6.2111874358,2026-03-25 22:54:44.247619,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2423693091,-6.1910185651,2026-03-25 22:54:44.247620,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2323861177,-6.1889599697,2026-03-25 22:54:44.247622,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2327053084,-6.1881740825,2026-03-25 22:54:44.247623,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
9,53.3049707144,-6.1877717511,2026-03-25 22:54:44.247624,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.228639086,-6.185703768,2026-03-25 22:54:44.247625,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2323861177,-6.1889599697,2026-03-25 22:54:44.247627,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.3036698472,-6.1851579384,2026-03-25 22:54:44.247629,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
8,53.3823671949,-6.1494939463,2026-03-25 22:54:44.247630,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2894662192,-6.1464389102,2026-03-25 22:54:44.247632,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
8,53.2885971942,-6.1459266083,2026-03-25 22:54:44.247633,22,Wednesday,3,54,13,False,0,False,False,1,High,Evening
9,53.2825581746,-6.1427522139,2026-03-25 22:54:44.247634,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2818567899,-6.1400391595,2026-03-25 22:54:44.247635,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2956728408,-6.1355102496,2026-03-25 22:54:44.247637,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2829484515,-6.1338969008,2026-03-25 22:54:44.247638,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.2325899646,-6.1238560514,2026-03-25 22:54:44.247639,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.234706242,-6.123196228,2026-03-25 22:54:44.247642,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
9,53.235536379,-6.1228435175,2026-03-25 22:54:44.247644,22,Wednesday,3,54,13,False,0,False,False,1,Low,Evening
6,53.2051215006,-6.1016178564,2026-03-25 22:54:44.247645,22,Wednesday,3,54,13,False,0,False,False,1,Medium,Evening
6,53.2897572264,-6.3988669651,2026-03-25 22:57:01.339275,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
9,53.330112407,-6.3981320398,2026-03-25 22:57:01.339286,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3302612763,-6.3977444606,2026-03-25 22:57:01.339291,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3661398497,-6.3821474152,2026-03-25 22:57:01.339293,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3664657445,-6.3857965605,2026-03-25 22:57:01.339296,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3347392281,-6.3791326122,2026-03-25 22:57:01.339298,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3168945018,-6.325027092,2026-03-25 22:57:01.339299,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
0,53.2910527556,-6.3146979051,2026-03-25 22:57:01.339307,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
0,53.2907952763,-6.3143586056,2026-03-25 22:57:01.339308,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
9,53.3027217198,-6.3090585606,2026-03-25 22:57:01.339310,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3602551079,-6.3076852696,2026-03-25 22:57:01.339312,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3022080523,-6.3074773984,2026-03-25 22:57:01.339313,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.2786783645,-6.301312341,2026-03-25 22:57:01.339318,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
8,53.2574969771,-6.3004513519,2026-03-25 22:57:01.339320,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.250303273,-6.3005224304,2026-03-25 22:57:01.339321,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
9,53.3341357516,-6.2985443013,2026-03-25 22:57:01.339323,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
6,53.3012974606,-6.2963408665,2026-03-25 22:57:01.339325,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
9,53.3335349194,-6.2913988964,2026-03-25 22:57:01.339326,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.333302923,-6.2911279933,2026-03-25 22:57:01.339328,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3181967185,-6.2920801775,2026-03-25 22:57:01.339329,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3576721113,-6.2866165178,2026-03-25 22:57:01.339331,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3414313534,-6.277751817,2026-03-25 22:57:01.339332,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
6,53.3637942434,-6.2704427974,2026-03-25 22:57:01.339333,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3188551974,-6.2648369806,2026-03-25 22:57:01.339335,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
0,53.3761431756,-6.2646706836,2026-03-25 22:57:01.339336,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
8,53.3302183776,-6.2642978565,2026-03-25 22:57:01.339338,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
0,53.3756335419,-6.2623210685,2026-03-25 22:57:01.339339,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
0,53.3761243744,-6.2645835118,2026-03-25 22:57:01.339341,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
9,53.3625953069,-6.2522131638,2026-03-25 22:57:01.339342,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3654505408,-6.2466596501,2026-03-25 22:57:01.339344,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
8,53.3195767035,-6.2434155183,2026-03-25 22:57:01.339345,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
9,53.3621661425,-6.2423144715,2026-03-25 22:57:01.339346,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
9,53.3624464504,-6.24215488,2026-03-25 22:57:01.339348,22,Wednesday,3,57,13,False,0,False,False,1,Low,Evening
6,53.3490837075,-6.2409881191,2026-03-25 22:57:01.339353,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3512656681,-6.2420838015,2026-03-25 22:57:01.339354,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
8,53.3198449244,-6.2429689305,2026-03-25 22:57:01.339356,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
6,53.3503483677,-6.2370975749,2026-03-25 22:57:01.339357,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3486880808,-6.235315247,2026-03-25 22:57:01.339359,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3582823081,-6.2349155979,2026-03-25 22:57:01.339360,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3551334327,-6.2349142568,2026-03-25 22:57:01.339361,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
6,53.3538727668,-6.2305945592,2026-03-25 22:57:01.339363,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
8,53.2905672562,-6.2276897268,2026-03-25 22:57:01.339364,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.2906987274,-6.2260146873,2026-03-25 22:57:01.339366,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
6,53.3481234794,-6.2270929353,2026-03-25 22:57:01.339367,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
0,53.3525517766,-6.2248130576,2026-03-25 22:57:01.339371,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
8,53.2883034734,-6.2235926525,2026-03-25 22:57:01.339373,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
0,53.3532477981,-6.2235188918,2026-03-25 22:57:01.339374,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
8,53.3529661789,-6.224176033,2026-03-25 22:57:01.339375,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.3966070877,-6.2390864329,2026-03-25 22:57:01.339377,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.3509344035,-6.2195063071,2026-03-25 22:57:01.339378,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.3512039783,-6.2258027928,2026-03-25 22:57:01.339380,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
6,53.2848165994,-6.2189779119,2026-03-25 22:57:01.339381,22,Wednesday,3,57,13,False,0,False,False,1,Medium,Evening
0,53.3520971453,-6.2142907517,2026-03-25 22:57:01.339382,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
0,53.3529661789,-6.224176033,2026-03-25 22:57:01.339384,22,Wednesday,3,57,13,False,0,False,False,1,,Evening
8,53.2747596583,-6.2126827674,2026-03-25 22:57:01.339385,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.3505200315,-6.2087144391,2026-03-25 22:57:01.339387,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.276079299,-6.2082866268,2026-03-25 22:57:01.339388,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
8,53.2703286473,-6.2111874358,2026-03-25 22:57:01.339390,22,Wednesday,3,57,13,False,0,False,False,1,High,Evening
